Year,County,Region,Child Population,% of Children in Total Population,Total Population
2019,Henderson,4-Tyler,9678,11.95,80985
2019,Hidalgo,11-Edinburg,146498,17.02,860844
2019,Hill,7-Austin,4648,13.04,35644
2019,Hockley,1-Lubbock,3554,14.53,24455
2019,Hood,3-Arlington,6721,11.61,57881
2019,Hopkins,4-Tyler,4923,13.35,36879
2019,Houston,5-Beaumont,2499,10.99,22738
2019,Howard,9-Midland,5102,12.59,40521
2019,Hudspeth,10-El Paso,389,11.44,3401
2019,Hunt,3-Arlington,12013,12.74,94285
2019,Hutchinson,1-Lubbock,3019,14.03,21511
2019,Irion,9-Midland,152,10.05,1513
2019,Jack,2-Abilene,1005,11.36,8845
2019,Jackson,8-San Antonio,2218,14.13,15699
2019,Jasper,5-Beaumont,4603,12.93,35593
2019,Jeff Davis,10-El Paso,215,10.1,2129
2019,Jefferson,5-Beaumont,32116,12.45,258020
2019,Jim Hogg,11-Edinburg,799,15.67,5099
2019,Jim Wells,11-Edinburg,6261,14.66,42697
2019,Johnson,3-Arlington,24103,14.21,169575
2019,Jones,2-Abilene,1866,9.44,19766
2019,Karnes,8-San Antonio,1765,11.53,15309
2019,Kaufman,3-Arlington,17848,14.54,122724
2019,Kendall,8-San Antonio,5850,13.09,44686
2019,Kenedy,11-Edinburg,48,10.21,470
2019,Kent,2-Abilene,90,11.36,792
2019,Kerr,8-San Antonio,5784,11.12,51993
2019,Kimble,9-Midland,458,10.49,4365
2019,King,1-Lubbock,29,9.48,306
2019,Kinney,8-San Antonio,387,11.17,3465
2019,Kleberg,11-Edinburg,4324,13.95,31002
2019,Knox,2-Abilene,576,14.72,3912
2019,La Salle,8-San Antonio,848,10.4,8154
2019,Lamar,4-Tyler,6231,12.45,50032
2019,Lamb,1-Lubbock,1828,14.17,12903
2019,Lampasas,7-Austin,2576,12.33,20885
2019,Lavaca,8-San Antonio,2766,13.48,20522
2019,Lee,7-Austin,2447,13.98,17502
2019,Leon,7-Austin,2087,11.85,17617
2019,Liberty,6-Houston,11190,13.28,84278
2019,Limestone,7-Austin,2902,12.33,23544
2019,Lipscomb,1-Lubbock,512,14.15,3618
2019,Live Oak,11-Edinburg,1333,11.14,11970
2019,Llano,7-Austin,1684,8.67,19428
2019,Loving,9-Midland,5,5.49,91
2019,Lubbock,1-Lubbock,42489,13.59,312653
2019,Lynn,1-Lubbock,787,14.02,5613
2019,Madison,7-Austin,1738,12.05,14420
2019,Marion,4-Tyler,1046,10.11,10343
2019,Martin,9-Midland,872,14.78,5898
2019,Mason,9-Midland,442,11.33,3901
2019,Matagorda,6-Houston,4961,13.38,37064
2019,Maverick,8-San Antonio,9832,16.56,59379
2019,McCulloch,9-Midland,1104,12.81,8619
2019,McLennan,7-Austin,36181,14.4,251303
2019,McMullen,11-Edinburg,63,8.14,774
2019,Medina,8-San Antonio,6552,13.07,50118
2019,Menard,9-Midland,241,11.03,2185
2019,Midland,9-Midland,27190,15.02,181073
2019,Milam,7-Austin,3389,13.75,24655
2019,Mills,7-Austin,574,11.77,4876
2019,Mitchell,2-Abilene,1002,10.22,9802
2019,Montague,2-Abilene,2351,12.21,19247
2019,Montgomery,6-Houston,85801,14.4,595887
2019,Moore,1-Lubbock,3585,16.59,21612
2019,Morris,4-Tyler,1503,12.02,12506
2019,Motley,1-Lubbock,135,11.5,1174
2019,Nacogdoches,5-Beaumont,7057,11.03,63981
2019,Navarro,3-Arlington,6639,13.84,47977
2019,Newton,5-Beaumont,1519,11.02,13784
2019,Nolan,2-Abilene,2328,14.93,15589
2019,Nueces,11-Edinburg,51361,13.55,379038
2019,Ochiltree,1-Lubbock,1861,16.63,11190
2019,Oldham,1-Lubbock,400,18.25,2192
2019,Orange,5-Beaumont,11044,12.88,85744
2019,Palo Pinto,3-Arlington,3532,12.66,27891
2019,Panola,4-Tyler,3288,13.4,24531
2019,Parker,3-Arlington,17660,13.22,133578
2019,Parmer,1-Lubbock,1420,15.29,9288
2019,Pecos,9-Midland,2113,12.82,16477
2019,Polk,5-Beaumont,5168,10.61,48689
2019,Potter,1-Lubbock,17393,14.18,122653
2019,Presidio,10-El Paso,778,12.86,6049
2019,Rains,4-Tyler,1178,10.4,11325
2019,Randall,1-Lubbock,18217,13.39,136026
2019,Reagan,9-Midland,661,16.04,4122
2019,Real,8-San Antonio,343,10.08,3403
2019,Red River,4-Tyler,1362,10.77,12645
2019,Reeves,9-Midland,1873,12.08,15501
2019,Refugio,11-Edinburg,932,12.32,7563
2019,Roberts,1-Lubbock,126,12.9,977
2019,Robertson,7-Austin,2059,12.22,16856
2019,Rockwall,3-Arlington,14997,15.05,99619
2019,Runnels,2-Abilene,1456,13.3,10948
2019,Rusk,4-Tyler,6524,12.35,52822
2019,Sabine,5-Beaumont,1052,10.5,10019
2019,San Augustine,5-Beaumont,847,10.03,8445
2019,San Jacinto,5-Beaumont,3501,12.24,28602
2019,San Patricio,11-Edinburg,10115,14.32,70615
2019,San Saba,7-Austin,676,11.48,5890
2019,Schleicher,9-Midland,489,14.82,3300
2019,Scurry,2-Abilene,2620,14.39,18208
2019,Shackelford,2-Abilene,444,13.08,3394
2019,Shelby,5-Beaumont,3685,14.41,25565
2019,Sherman,1-Lubbock,495,15.28,3239
2019,Smith,4-Tyler,31655,13.6,232715
2019,Somervell,3-Arlington,1095,11.91,9194
2019,Starr,11-Edinburg,10698,16.6,64444
2019,Stephens,2-Abilene,1193,12.46,9573
2019,Sterling,9-Midland,161,13,1238
2019,Stonewall,2-Abilene,185,12.18,1519
2019,Sutton,9-Midland,512,11.77,4350
2019,Swisher,1-Lubbock,1039,13.96,7444
2019,Tarrant,3-Arlington,307087,14.56,2108938
2019,Taylor,2-Abilene,19152,13.81,138697
2019,Terrell,9-Midland,116,11.07,1048
2019,Terry,1-Lubbock,1914,14.72,13001
2019,Throckmorton,2-Abilene,171,11.19,1528
2019,Titus,4-Tyler,5118,15.54,32934
2019,Tom Green,9-Midland,15256,12.52,121814
2019,Travis,7-Austin,153390,12.12,1265178
2019,Trinity,5-Beaumont,1516,10.61,14285
2019,Tyler,5-Beaumont,2251,10.53,21379
2019,Upshur,4-Tyler,5385,13.01,41389
2019,Upton,9-Midland,611,15.6,3916
2019,Uvalde,8-San Antonio,4059,14.64,27729
2019,Val Verde,8-San Antonio,7450,15.41,48334
2019,Van Zandt,4-Tyler,6887,12.48,55170
2019,Victoria,8-San Antonio,13165,13.64,96533
2019,Walker,6-Houston,7318,9.99,73219
2019,Waller,6-Houston,7199,14.41,49950
2019,Ward,9-Midland,2116,15.99,13230
2019,Washington,7-Austin,4446,12.7,35010
2019,Webb,11-Edinburg,46332,16.94,273467
2019,Wharton,6-Houston,6133,14.64,41883
2019,Wheeler,1-Lubbock,810,14.08,5751
2019,Wichita,2-Abilene,15923,11.97,133012
2019,Wilbarger,2-Abilene,1714,13.1,13085
2019,Willacy,11-Edinburg,2985,13.47,22157
2019,Williamson,7-Austin,82190,14.4,570803
2019,Wilson,8-San Antonio,6663,13.11,50837
2019,Winkler,9-Midland,1511,16.75,9022
2019,Wise,3-Arlington,8528,13.09,65160
2019,Wood,4-Tyler,4960,11.02,44993
2019,Yoakum,1-Lubbock,1576,17.4,9060
2019,Young,2-Abilene,2346,12.55,18695
2019,Zapata,11-Edinburg,2546,17.68,14403
2019,Zavala,8-San Antonio,2085,16.58,12572
2019,All Counties,All Regions,,,29193268
2018,Anderson,4-Tyler,6364,10.92,58293
2018,Andrews,9-Midland,3450,16.92,20388
2018,Angelina,5-Beaumont,13188,14.68,89860
2018,Aransas,11-Edinburg,2818,10.55,26700
2018,Archer,2-Abilene,1037,12.27,8452
2018,Armstrong,1-Lubbock,208,10.64,1954
2018,Atascosa,8-San Antonio,7371,14.66,50265
2018,Austin,6-Houston,3842,12.81,30002
2018,Bailey,1-Lubbock,1333,17.58,7582
2018,Bandera,8-San Antonio,1967,9.33,21083
2018,Bastrop,7-Austin,11981,14.32,83657
2018,Baylor,2-Abilene,452,12.42,3640
2018,Bee,11-Edinburg,4016,11.84,33924
2018,Bell,7-Austin,54094,15.67,345285
2018,Bexar,8-San Antonio,284409,14.12,2013625
2018,Blanco,7-Austin,1212,10.72,11303
2018,Borden,9-Midland,59,8.74,675
2018,Bosque,7-Austin,2095,11.75,17828
2018,Bowie,4-Tyler,11753,12.69,92615
2018,Brazoria,6-Houston,53343,14.71,362609
2018,Brazos,7-Austin,27085,12.25,221079
2018,Brewster,10-El Paso,1036,11.27,9192
2018,Briscoe,1-Lubbock,182,11.55,1576
2018,Brooks,11-Edinburg,999,13.9,7187
2018,Brown,2-Abilene,5006,12.89,38827
2018,Burleson,7-Austin,2323,13.21,17589
2018,Burnet,7-Austin,5683,12.07,47080
2018,Caldwell,7-Austin,6323,14.72,42953
2018,Calhoun,8-San Antonio,3112,13.79,22570
2018,Callahan,2-Abilene,1584,11.79,13437
2018,Cameron,11-Edinburg,71541,16.85,424462
2018,Camp,4-Tyler,1867,14.2,13145
2018,Carson,1-Lubbock,816,13.95,5848
2018,Cass,4-Tyler,3670,12.07,30399
2018,Castro,1-Lubbock,1085,14.91,7275
2018,Chambers,6-Houston,5965,14.68,40629
2018,Cherokee,4-Tyler,7559,14.54,51985
2018,Childress,1-Lubbock,797,11.26,7078
2018,Clay,2-Abilene,1121,11.23,9984
2018,Cochran,1-Lubbock,518,15.8,3279
2018,Coke,9-Midland,376,11.62,3236
2018,Coleman,2-Abilene,1102,12.86,8569
2018,Collin,3-Arlington,148692,15.12,983202
2018,Collingsworth,1-Lubbock,466,14.69,3172
2018,Colorado,6-Houston,2760,13.02,21199
2018,Comal,8-San Antonio,17577,12.71,138302
2018,Comanche,2-Abilene,1631,12.3,13260
2018,Concho,9-Midland,319,7.72,4132
2018,Cooke,3-Arlington,5320,13.48,39470
2018,Coryell,7-Austin,11271,14.52,77622
2018,Cottle,2-Abilene,188,12.43,1512
2018,Crane,9-Midland,886,15.32,5783
2018,Crockett,9-Midland,540,13.56,3982
2018,Crosby,1-Lubbock,955,15.01,6363
2018,Culberson,10-El Paso,245,10.77,2275
2018,Dallam,1-Lubbock,1213,17.06,7112
2018,Dallas,3-Arlington,393166,14.78,2660715
2018,Dawson,9-Midland,1830,13.43,13629
2018,DeWitt,8-San Antonio,2537,11.87,21374
2018,Deaf Smith,1-Lubbock,3177,17.31,18352
2018,Delta,4-Tyler,616,11.5,5355
2018,Denton,3-Arlington,122238,14.47,844707
2018,Dickens,1-Lubbock,215,9.75,2204
2018,Dimmit,8-San Antonio,1849,16.31,11335
2018,Donley,1-Lubbock,346,10,3461
2018,Duval,11-Edinburg,1616,13.68,11814
2018,Eastland,2-Abilene,2323,12.69,18307
2018,Ector,9-Midland,28123,16.18,173797
2018,Edwards,8-San Antonio,229,11.38,2012
2018,El Paso,10-El Paso,129780,15.06,861806
2018,Ellis,3-Arlington,25895,15.07,171816
2018,Erath,3-Arlington,5009,12.32,40662
2018,Falls,7-Austin,1955,11.61,16835
2018,Fannin,3-Arlington,3924,11.39,34459
2018,Fayette,7-Austin,3180,12.36,25722
2018,Fisher,2-Abilene,468,11.74,3985
2018,Floyd,1-Lubbock,814,13.83,5886
2018,Foard,2-Abilene,125,10.02,1248
2018,Fort Bend,6-Houston,117528,15.03,781965
2018,Franklin,4-Tyler,1480,13.64,10847
2018,Freestone,7-Austin,2532,12.74,19872
2018,Frio,8-San Antonio,2561,13.19,19421
2018,Gaines,9-Midland,3962,18.75,21130
2018,Galveston,6-Houston,46727,13.67,341737
2018,Garza,1-Lubbock,735,10.93,6725
2018,Gillespie,8-San Antonio,2804,10.85,25848
2018,Glasscock,9-Midland,178,13.32,1336
2018,Goliad,8-San Antonio,906,11.89,7622
2018,Gonzales,8-San Antonio,3088,14.65,21075
2018,Gray,1-Lubbock,3323,13.94,23830
2018,Grayson,3-Arlington,17119,13.21,129610
2018,Gregg,4-Tyler,17866,14.28,125113
2018,Grimes,7-Austin,3532,12.4,28476
2018,Guadalupe,8-San Antonio,22872,14.16,161541
2018,Hale,1-Lubbock,5108,15.1,33824
2018,Hall,1-Lubbock,442,13.35,3311
2018,Hamilton,7-Austin,998,12.09,8254
2018,Hansford,1-Lubbock,967,16.73,5780
2018,Hardeman,2-Abilene,504,12.93,3899
2018,Hardin,5-Beaumont,7647,13.6,56216
2018,Harris,6-Houston,708160,14.76,4796533
2018,Harrison,4-Tyler,9555,14.1,67764
2018,Hartley,1-Lubbock,725,12,6041
2018,Haskell,2-Abilene,684,11.2,6107
2018,Hays,7-Austin,29364,13.56,216516
2018,Hemphill,1-Lubbock,803,18.14,4426
2018,Henderson,4-Tyler,9706,12.02,80755
2018,Hidalgo,11-Edinburg,147024,17.27,851285
2018,Hill,7-Austin,4702,13.2,35617
2018,Hockley,1-Lubbock,3552,14.64,24257
2018,Hood,3-Arlington,6618,11.59,57119
2018,Hopkins,4-Tyler,4939,13.45,36710
2018,Houston,5-Beaumont,2471,10.82,22832
2018,Howard,9-Midland,5022,12.61,39836
2018,Hudspeth,10-El Paso,411,12.1,3398
2018,Hunt,3-Arlington,12010,12.87,93305
2018,Hutchinson,1-Lubbock,3039,14.09,21563
2018,Irion,9-Midland,152,10.01,1518
2018,Jack,2-Abilene,1004,11.32,8866
2018,Jackson,8-San Antonio,2188,14.1,15520
2018,Jasper,5-Beaumont,4643,13.02,35649
2018,Jeff Davis,10-El Paso,215,10,2151
2018,Jefferson,5-Beaumont,32029,12.45,257363
2018,Jim Hogg,11-Edinburg,800,15.62,5122
2018,Jim Wells,11-Edinburg,6328,14.89,42509
2018,Johnson,3-Arlington,23975,14.32,167450
2018,Jones,2-Abilene,1889,9.55,19790
2018,Karnes,8-San Antonio,1762,11.56,15238
2018,Kaufman,3-Arlington,17801,14.78,120400
2018,Kendall,8-San Antonio,5736,13.29,43173
2018,Kenedy,11-Edinburg,48,10.34,464
2018,Kent,2-Abilene,94,11.88,791
2018,Kerr,8-San Antonio,5817,11.25,51716
2018,Kimble,9-Midland,460,10.49,4387
2018,King,1-Lubbock,30,9.9,303
2018,Kinney,8-San Antonio,389,11.22,3467
2018,Kleberg,11-Edinburg,4290,13.83,31028
2018,Knox,2-Abilene,566,14.56,3888
2018,La Salle,8-San Antonio,838,10.48,8000
2018,Lamar,4-Tyler,6279,12.55,50031
2018,Lamb,1-Lubbock,1861,14.3,13018
2018,Lampasas,7-Austin,2561,12.36,20727
2018,Lavaca,8-San Antonio,2755,13.56,20324
2018,Lee,7-Austin,2466,14.17,17407
2018,Leon,7-Austin,2076,11.86,17504
2018,Liberty,6-Houston,11045,13.26,83276
2018,Limestone,7-Austin,2921,12.4,23556
2018,Lipscomb,1-Lubbock,496,13.88,3573
2018,Live Oak,11-Edinburg,1321,11.09,11912
2018,Llano,7-Austin,1712,8.82,19408
2018,Loving,9-Midland,5,5.56,90
2018,Lubbock,1-Lubbock,41891,13.59,308208
2018,Lynn,1-Lubbock,793,14.06,5642
2018,Madison,7-Austin,1725,12.05,14312
2018,Marion,4-Tyler,1044,10.05,10389
2018,Martin,9-Midland,867,15.06,5757
2018,Mason,9-Midland,435,11.14,3904
2018,Matagorda,6-Houston,5012,13.53,37045
2018,Maverick,8-San Antonio,9932,16.89,58820
2018,McCulloch,9-Midland,1090,12.71,8576
2018,McLennan,7-Austin,36190,14.51,249470
2018,McMullen,11-Edinburg,67,8.75,766
2018,Medina,8-San Antonio,6546,13.19,49615
2018,Menard,9-Midland,228,10.43,2187
2018,Midland,9-Midland,26225,14.98,175090
2018,Milam,7-Austin,3412,13.84,24662
2018,Mills,7-Austin,587,12.02,4885
2018,Mitchell,2-Abilene,1005,10.29,9764
2018,Montague,2-Abilene,2374,12.3,19298
2018,Montgomery,6-Houston,83966,14.52,578410
2018,Moore,1-Lubbock,3630,16.76,21660
2018,Morris,4-Tyler,1508,12.01,12551
2018,Motley,1-Lubbock,143,12.15,1177
2018,Nacogdoches,5-Beaumont,7055,11.05,63839
2018,Navarro,3-Arlington,6694,13.96,47962
2018,Newton,5-Beaumont,1569,11.33,13847
2018,Nolan,2-Abilene,2321,14.95,15524
2018,Nueces,11-Edinburg,51265,13.69,374431
2018,Ochiltree,1-Lubbock,1871,16.9,11073
2018,Oldham,1-Lubbock,419,19.25,2177
2018,Orange,5-Beaumont,11011,12.91,85320
2018,Palo Pinto,3-Arlington,3590,12.85,27931
2018,Panola,4-Tyler,3342,13.66,24471
2018,Parker,3-Arlington,17476,13.28,131578
2018,Parmer,1-Lubbock,1436,15.3,9387
2018,Pecos,9-Midland,2086,12.72,16397
2018,Polk,5-Beaumont,5194,10.76,48283
2018,Potter,1-Lubbock,17477,14.26,122573
2018,Presidio,10-El Paso,828,13.34,6206
2018,Rains,4-Tyler,1188,10.53,11281
2018,Randall,1-Lubbock,17952,13.4,134004
2018,Reagan,9-Midland,645,16.06,4017
2018,Real,8-San Antonio,343,10.11,3392
2018,Red River,4-Tyler,1374,10.84,12673
2018,Reeves,9-Midland,1847,12.08,15287
2018,Refugio,11-Edinburg,997,13.2,7554
2018,Roberts,1-Lubbock,141,14.45,976
2018,Robertson,7-Austin,2106,12.52,16823
2018,Rockwall,3-Arlington,15034,15.49,97062
2018,Runnels,2-Abilene,1450,13.31,10890
2018,Rusk,4-Tyler,6567,12.42,52892
2018,Sabine,5-Beaumont,1070,10.58,10116
2018,San Augustine,5-Beaumont,861,10.13,8498
2018,San Jacinto,5-Beaumont,3556,12.54,28348
2018,San Patricio,11-Edinburg,10161,14.53,69908
2018,San Saba,7-Austin,671,11.37,5901
2018,Schleicher,9-Midland,501,15.22,3292
2018,Scurry,2-Abilene,2588,14.34,18045
2018,Shackelford,2-Abilene,455,13.43,3387
2018,Shelby,5-Beaumont,3725,14.56,25580
2018,Sherman,1-Lubbock,501,15.6,3211
2018,Smith,4-Tyler,31683,13.76,230250
2018,Somervell,3-Arlington,1134,12.46,9101
2018,Starr,11-Edinburg,10869,16.95,64118
2018,Stephens,2-Abilene,1206,12.61,9567
2018,Sterling,9-Midland,158,12.88,1227
2018,Stonewall,2-Abilene,179,11.83,1513
2018,Sutton,9-Midland,511,11.82,4325
2018,Swisher,1-Lubbock,1058,14.13,7486
2018,Tarrant,3-Arlington,304444,14.68,2074551
2018,Taylor,2-Abilene,18993,13.77,137915
2018,Terrell,9-Midland,120,11.49,1044
2018,Terry,1-Lubbock,1864,14.38,12961
2018,Throckmorton,2-Abilene,170,11.06,1537
2018,Titus,4-Tyler,5157,15.68,32896
2018,Tom Green,9-Midland,15084,12.53,120367
2018,Travis,7-Austin,151523,12.23,1238590
2018,Trinity,5-Beaumont,1515,10.58,14321
2018,Tyler,5-Beaumont,2250,10.52,21396
2018,Upshur,4-Tyler,5393,13.11,41140
2018,Upton,9-Midland,588,15.26,3853
2018,Uvalde,8-San Antonio,4104,14.9,27541
2018,Val Verde,8-San Antonio,7437,15.36,48408
2018,Van Zandt,4-Tyler,6945,12.65,54886
2018,Victoria,8-San Antonio,13066,13.7,95346
2018,Walker,6-Houston,7167,9.89,72447
2018,Waller,6-Houston,7064,14.38,49136
2018,Ward,9-Midland,2043,15.86,12880
2018,Washington,7-Austin,4412,12.66,34859
2018,Webb,11-Edinburg,46597,17.21,270758
2018,Wharton,6-Houston,6124,14.64,41833
2018,Wheeler,1-Lubbock,789,13.81,5712
2018,Wichita,2-Abilene,15979,12.03,132841
2018,Wilbarger,2-Abilene,1737,13.23,13130
2018,Willacy,11-Edinburg,3030,13.67,22162
2018,Williamson,7-Austin,80859,14.64,552353
2018,Wilson,8-San Antonio,6721,13.47,49908
2018,Winkler,9-Midland,1440,16.45,8754
2018,Wise,3-Arlington,8519,13.21,64505
2018,Wood,4-Tyler,4984,11.16,44666
2018,Yoakum,1-Lubbock,1533,17.23,8899
2018,Young,2-Abilene,2356,12.62,18667
2018,Zapata,11-Edinburg,2502,17.4,14377
2018,Zavala,8-San Antonio,2064,16.55,12472
2018,All Counties,All Regions,,,28716123
2017,Anderson,4-Tyler,6397,10.96,58342
2017,Andrews,9-Midland,3256,16.68,19526
2017,Angelina,5-Beaumont,13175,14.71,89557
2017,Aransas,11-Edinburg,2701,10.3,26228
2017,Archer,2-Abilene,1082,12.71,8516
2017,Armstrong,1-Lubbock,210,10.76,1952
2017,Atascosa,8-San Antonio,7300,14.75,49504
2017,Austin,6-Houston,3841,12.89,29801
2017,Bailey,1-Lubbock,1319,17.53,7525
2017,Bandera,8-San Antonio,1978,9.42,20992
2017,Bastrop,7-Austin,11879,14.41,82448
2017,Baylor,2-Abilene,463,12.7,3645
2017,Bee,11-Edinburg,4048,12.03,33657
2017,Bell,7-Austin,53173,15.59,341136
2017,Bexar,8-San Antonio,280984,14.23,1974510
2017,Blanco,7-Austin,1240,11.07,11201
2017,Borden,9-Midland,61,9.12,669
2017,Bosque,7-Austin,2137,11.96,17875
2017,Bowie,4-Tyler,11783,12.72,92598
2017,Brazoria,6-Houston,52789,14.82,356123
2017,Brazos,7-Austin,26190,12.07,217040
2017,Brewster,10-El Paso,1078,11.71,9204
2017,Briscoe,1-Lubbock,184,11.63,1582
2017,Brooks,11-Edinburg,1008,14.01,7195
2017,Brown,2-Abilene,5103,13.17,38758
2017,Burleson,7-Austin,2276,12.97,17551
2017,Burnet,7-Austin,5695,12.24,46513
2017,Caldwell,7-Austin,6229,14.72,42322
2017,Calhoun,8-San Antonio,3127,13.94,22436
2017,Callahan,2-Abilene,1621,12.06,13442
2017,Cameron,11-Edinburg,72379,17.13,422582
2017,Camp,4-Tyler,1855,14.22,13047
2017,Carson,1-Lubbock,827,14.07,5877
2017,Cass,4-Tyler,3721,12.22,30442
2017,Castro,1-Lubbock,1118,15.18,7365
2017,Chambers,6-Houston,5921,14.86,39835
2017,Cherokee,4-Tyler,7572,14.6,51873
2017,Childress,1-Lubbock,804,11.36,7079
2017,Clay,2-Abilene,1126,11.18,10075
2017,Cochran,1-Lubbock,511,15.72,3251
2017,Coke,9-Midland,385,11.86,3246
2017,Coleman,2-Abilene,1103,12.81,8609
2017,Collin,3-Arlington,147121,15.38,956327
2017,Collingsworth,1-Lubbock,461,14.63,3151
2017,Colorado,6-Houston,2748,13,21145
2017,Comal,8-San Antonio,17205,12.83,134065
2017,Comanche,2-Abilene,1659,12.43,13346
2017,Concho,9-Midland,313,7.59,4124
2017,Cooke,3-Arlington,5273,13.4,39339
2017,Coryell,7-Austin,11297,14.61,77317
2017,Cottle,2-Abilene,198,13.08,1514
2017,Crane,9-Midland,884,15.85,5577
2017,Crockett,9-Midland,532,13.46,3953
2017,Crosby,1-Lubbock,942,14.89,6326
2017,Culberson,10-El Paso,248,10.84,2288
2017,Dallam,1-Lubbock,1192,16.88,7060
2017,Dallas,3-Arlington,388057,14.79,2624075
2017,Dawson,9-Midland,1817,13.32,13644
2017,DeWitt,8-San Antonio,2524,11.91,21199
2017,Deaf Smith,1-Lubbock,3192,17.28,18470
2017,Delta,4-Tyler,640,11.99,5340
2017,Denton,3-Arlington,119903,14.63,819532
2017,Dickens,1-Lubbock,221,9.94,2223
2017,Dimmit,8-San Antonio,1826,16.39,11140
2017,Donley,1-Lubbock,352,10.09,3488
2017,Duval,11-Edinburg,1657,14.02,11822
2017,Eastland,2-Abilene,2342,12.76,18357
2017,Ector,9-Midland,27102,16.08,168589
2017,Edwards,8-San Antonio,233,11.6,2009
2017,El Paso,10-El Paso,130546,15.28,854479
2017,Ellis,3-Arlington,25780,15.26,168947
2017,Erath,3-Arlington,4943,12.29,40231
2017,Falls,7-Austin,1990,11.73,16972
2017,Fannin,3-Arlington,4010,11.67,34370
2017,Fayette,7-Austin,3153,12.34,25545
2017,Fisher,2-Abilene,474,11.91,3979
2017,Floyd,1-Lubbock,819,13.82,5928
2017,Foard,2-Abilene,124,9.87,1256
2017,Fort Bend,6-Houston,115418,15.3,754361
2017,Franklin,4-Tyler,1487,13.77,10802
2017,Freestone,7-Austin,2538,12.78,19863
2017,Frio,8-San Antonio,2556,13.36,19130
2017,Gaines,9-Midland,3840,18.58,20667
2017,Galveston,6-Houston,45965,13.71,335200
2017,Garza,1-Lubbock,723,10.81,6691
2017,Gillespie,8-San Antonio,2772,10.79,25682
2017,Glasscock,9-Midland,178,13.51,1318
2017,Goliad,8-San Antonio,900,11.88,7575
2017,Gonzales,8-San Antonio,3062,14.62,20937
2017,Gray,1-Lubbock,3240,13.72,23623
2017,Grayson,3-Arlington,16970,13.2,128563
2017,Gregg,4-Tyler,17752,14.23,124780
2017,Grimes,7-Austin,3498,12.39,28230
2017,Guadalupe,8-San Antonio,22556,14.33,157370
2017,Hale,1-Lubbock,5227,15.31,34150
2017,Hall,1-Lubbock,442,13.36,3308
2017,Hamilton,7-Austin,1014,12.26,8274
2017,Hansford,1-Lubbock,968,16.83,5753
2017,Hardeman,2-Abilene,503,12.82,3923
2017,Hardin,5-Beaumont,7759,13.84,56051
2017,Harris,6-Houston,697552,14.82,4706369
2017,Harrison,4-Tyler,9588,14.2,67523
2017,Hartley,1-Lubbock,733,12.14,6040
2017,Haskell,2-Abilene,685,11.3,6061
2017,Hays,7-Austin,28359,13.64,207880
2017,Hemphill,1-Lubbock,780,17.99,4336
2017,Henderson,4-Tyler,9755,12.11,80527
2017,Hidalgo,11-Edinburg,146983,17.47,841585
2017,Hill,7-Austin,4707,13.23,35582
2017,Hockley,1-Lubbock,3545,14.72,24083
2017,Hood,3-Arlington,6518,11.56,56362
2017,Hopkins,4-Tyler,4925,13.48,36535
2017,Houston,5-Beaumont,2515,10.97,22931
2017,Howard,9-Midland,4976,12.7,39167
2017,Hudspeth,10-El Paso,434,12.77,3399
2017,Hunt,3-Arlington,11915,12.91,92298
2017,Hutchinson,1-Lubbock,3016,13.95,21624
2017,Irion,9-Midland,164,10.76,1524
2017,Jack,2-Abilene,1030,11.59,8888
2017,Jackson,8-San Antonio,2162,14.1,15330
2017,Jasper,5-Beaumont,4668,13.08,35679
2017,Jeff Davis,10-El Paso,219,10.1,2168
2017,Jefferson,5-Beaumont,31868,12.42,256679
2017,Jim Hogg,11-Edinburg,768,14.91,5150
2017,Jim Wells,11-Edinburg,6271,14.83,42298
2017,Johnson,3-Arlington,23883,14.44,165360
2017,Jones,2-Abilene,1921,9.69,19827
2017,Karnes,8-San Antonio,1757,11.58,15171
2017,Kaufman,3-Arlington,17544,14.86,118095
2017,Kendall,8-San Antonio,5584,13.37,41764
2017,Kenedy,11-Edinburg,46,10.04,458
2017,Kent,2-Abilene,96,12.2,787
2017,Kerr,8-San Antonio,5804,11.29,51421
2017,Kimble,9-Midland,460,10.41,4420
2017,King,1-Lubbock,33,10.96,301
2017,Kinney,8-San Antonio,385,11.1,3468
2017,Kleberg,11-Edinburg,4195,13.51,31057
2017,Knox,2-Abilene,547,14.15,3866
2017,La Salle,8-San Antonio,832,10.61,7844
2017,Lamar,4-Tyler,6312,12.62,50022
2017,Lamb,1-Lubbock,1923,14.65,13128
2017,Lampasas,7-Austin,2574,12.51,20581
2017,Lavaca,8-San Antonio,2683,13.31,20155
2017,Lee,7-Austin,2474,14.3,17298
2017,Leon,7-Austin,2073,11.9,17414
2017,Liberty,6-Houston,10932,13.29,82278
2017,Limestone,7-Austin,2949,12.53,23538
2017,Lipscomb,1-Lubbock,487,13.75,3541
2017,Live Oak,11-Edinburg,1347,11.36,11859
2017,Llano,7-Austin,1651,8.52,19387
2017,Loving,9-Midland,5,5.62,89
2017,Lubbock,1-Lubbock,41140,13.54,303884
2017,Lynn,1-Lubbock,796,14.06,5663
2017,Madison,7-Austin,1701,11.96,14223
2017,Marion,4-Tyler,1018,9.78,10409
2017,Martin,9-Midland,860,15.29,5626
2017,Mason,9-Midland,440,11.24,3914
2017,Matagorda,6-Houston,5046,13.63,37030
2017,Maverick,8-San Antonio,10014,17.19,58254
